Data,Truck,CuT [%],Load,Speed (km/hr),Fuel Rate (l/h),Engine Hours,Operative Factor,Engine Speed (RPM),% Acel Pedal,Brakehorsepower
3723,CAEX 717AB471,0,EMPTY,25.1824,12.38,2791.4858,,749,0,85
3724,CAEX 715ABC491,0,EMPTY,27.834,12.2,2791.4861,,750,0,85.25
3725,CAEX 714DC481,0,EMPTY,27.1164,11.97,2791.4863,,755,0,85.75
3726,CAEX 710C571,0,EMPTY,24.364,12.05,2791.4866,,748,0,74.25
3727,CAEX 719DCI571,0,EMPTY,25.65,11.5,2791.4871,,751,0,85.25
3728,CAEX 723DC571,0,EMPTY,24.8104,12.23,2791.4873,,747,0,74.25
3729,CAEX 714DI472,0,EMPTY,25.9016,12.67,2791.4875,,742,0,84.25
3730,CAEX 720DI582,0,EMPTY,25.7436,11.53,2791.4878,,759,0,107.75
3731,CAEX 717AB472,0,EMPTY,25.806,11.55,2791.488,,750,0,63.75
3732,CAEX 715ABC492,0,EMPTY,25.8768,12.66,2791.4883,,735,0,83.5
3733,CAEX 714DC482,0,EMPTY,26.0868,11.64,2791.4885,,764,0,130.25
3734,CAEX 710C572,0,EMPTY,25.4056,12.47,2791.4888,,737,0,52.25
3735,CAEX 719DCI572,0,EMPTY,25.4004,11.42,2791.4893,,752,0,117.5
3736,CAEX 723DC572,0,EMPTY,23.7688,11.81,2791.4895,,748,0,85
3737,CAEX 714DI473,0,EMPTY,24.3144,12.03,2791.4897,,748,0,85
3738,CAEX 720DI583,0,EMPTY,29.6124,12.77,2791.49,,750,0,95.75
3739,CAEX 717AB473,0,EMPTY,27.3036,12.03,2791.4902,,754,0,85.5
3740,CAEX 715ABC493,0,EMPTY,23.0744,11.53,2791.4905,,747,0,84.75
3741,CAEX 714DC483,0,EMPTY,28.1584,13.58,2791.4907,,748,0,95.5
3742,CAEX 710C573,0,EMPTY,27.6468,12.14,2791.4912,,754,0,96.25
3743,CAEX 719DCI573,0,EMPTY,25.9308,11.59,2791.4915,,751,0,85.25
3744,CAEX 723DC573,0,EMPTY,25.2816,12.42,2791.4917,,745,0,84.5
3745,CAEX 714DI474,0,EMPTY,30.1428,12.94,2791.4919,,754,0,107
3746,CAEX 720DI584,0,EMPTY,25.1328,12.36,2791.4922,,736,0,83.5
3747,CAEX 717AB474,0,EMPTY,27.2724,12.02,2791.4924,,764,0,119.25
3748,CAEX 715ABC494,0,EMPTY,25.9932,11.61,2791.4927,,751,0,74.5
3749,CAEX 714DC484,0,EMPTY,26.4224,12.88,2791.4932,,747,0,74.25
3750,CAEX 710C574,0,EMPTY,26.1492,11.66,2791.4934,,754,0,85.5
3751,CAEX 719DCI574,0,EMPTY,24.5268,11.14,2791.4937,,753,0,74.75
3752,CAEX 723DC574,0,EMPTY,25.9016,12.67,2791.4939,,745,0,63.5
3753,CAEX 714DI475,0,EMPTY,29.2068,12.64,2791.4941,,750,0,95.75
3754,CAEX 720DI585,0,EMPTY,24.736,12.2,2791.4944,,748,0,85
3755,CAEX 717AB475,0,EMPTY,26.8356,11.88,2791.4946,,750,0,85
3756,CAEX 715ABC495,0,EMPTY,25.0584,12.33,2791.4951,,749,0,85
3757,CAEX 714DC485,0,EMPTY,26.3232,12.84,2791.4954,,746,0,95.25
3758,CAEX 710C575,0,EMPTY,27.4596,12.08,2791.4956,,752,0,96
3759,CAEX 719DCI575,0,EMPTY,23.8928,11.86,2791.4958,,749,0,85
3760,CAEX 723DC575,0,EMPTY,25.7436,11.53,2791.4961,,752,0,96
3761,CAEX 714DI476,0,EMPTY,29.706,12.8,2791.4963,,762,0,86.5
3762,CAEX 720DI586,0,EMPTY,25.5564,11.47,2791.4966,,754,0,64.25
3763,CAEX 717AB476,0,EMPTY,24.9096,12.27,2791.4968,,746,0,74
3764,CAEX 715ABC496,0,EMPTY,27.3036,12.03,2791.4973,,752,0,85.25
3765,CAEX 714DC486,0,EMPTY,22.1072,11.14,2791.4976,,746,0,84.75
3766,CAEX 710C576,0,EMPTY,22.7272,11.39,2791.4978,,748,0,95.5
3767,CAEX 719DCI576,0,EMPTY,25.9308,11.59,2791.498,,751,0,96
3768,CAEX 723DC576,0,EMPTY,24.3144,12.03,2791.4983,,749,0,85
3769,CAEX 714DI477,0,EMPTY,26.2428,11.69,2791.4985,,752,0,85.25
3770,CAEX 720DI587,0,EMPTY,27.5844,12.12,2791.4988,,751,0,85.25
3771,CAEX 717AB477,0,EMPTY,22.7768,11.41,2791.4993,,749,0,85
3772,CAEX 715ABC497,0,EMPTY,25.356,12.45,2791.4995,,747,0,84.75
3773,CAEX 714DC487,0,EMPTY,28.4892,12.41,2791.4998,,750,0,95.75
3774,CAEX 710C577,0,EMPTY,26.2428,11.69,2791.5,,753,0,85.5
3775,CAEX 719DCI577,0,EMPTY,26.5216,12.92,2791.5002,,734,0,83.25
3776,CAEX 723DC577,0,EMPTY,25.2132,11.36,2791.5005,,759,0,129.25
3777,CAEX 714DI478,0,EMPTY,27.4596,12.08,2791.5007,,750,0,63.75
3778,CAEX 720DI588,0,EMPTY,24.5376,12.12,2791.5012,,746,0,84.75
3779,CAEX 717AB478,0,EMPTY,25.7436,11.53,2791.5015,,752,0,96
3780,CAEX 715ABC498,0,EMPTY,26.6172,11.81,2791.5017,,752,0,85.5
3781,CAEX 714DC488,0,EMPTY,24.116,11.95,2791.502,,748,0,84.75
3782,CAEX 710C578,0,EMPTY,29.0196,12.58,2791.5022,,751,0,96
3783,CAEX 719DCI578,0,EMPTY,24.736,12.2,2791.5024,,748,0,95.5
3784,CAEX 723DC578,0,EMPTY,29.2068,12.64,2791.5027,,756,0,96.5
3785,CAEX 714DI479,0,EMPTY,23.9424,11.88,2791.5032,,749,0,74.25
3786,CAEX 720DI589,0,EMPTY,25.4056,12.47,2791.5034,,747,0,95.5
3787,CAEX 717AB479,0,EMPTY,24.0168,11.91,2791.5037,,749,0,106.25
3788,CAEX 715ABC499,0,EMPTY,27.834,12.2,2791.5039,,751,0,96
3789,CAEX 714DC489,0,EMPTY,25.2568,12.41,2791.5042,,733,0,93.5
3790,CAEX 710C579,0,EMPTY,24.3708,11.09,2791.5044,,773,0,142.75
3791,CAEX 719DCI579,0,EMPTY,25.604,12.55,2791.5046,,744,0,42.25
3792,CAEX 723DC579,0,EMPTY,26.0256,12.72,2791.5049,,749,0,95.75
3793,CAEX 714DI480,0,EMPTY,23.1488,11.56,2791.5054,,749,0,85
3794,CAEX 720DI590,0,EMPTY,27.4596,12.08,2791.5056,,752,0,85.25
3795,CAEX 717AB480,0,EMPTY,28.9572,12.56,2791.5059,,751,0,85.25
3796,CAEX 715ABC500,0,EMPTY,29.55,12.75,2791.5061,,751,0,85.25
3797,CAEX 714DC490,0,EMPTY,23.744,11.8,2791.5063,,747,0,84.75
3798,CAEX 710C580,0,EMPTY,23.1984,11.58,2791.5066,,749,0,85
3799,CAEX 719DCI580,0,EMPTY,26.5236,11.78,2791.5068,,751,0,85.25
3800,CAEX 723DC580,0,EMPTY,27.4596,12.08,2791.5073,,751,0,85.25
3801,CAEX 714DI481,0,EMPTY,23.4216,11.67,2791.5076,,748,0,74.25
3802,CAEX 720DI591,0,EMPTY,24.8076,11.23,2791.5078,,755,0,85.75
3803,CAEX 717AB481,0,EMPTY,23.2728,11.61,2791.5081,,744,0,63.25
3804,CAEX 715ABC501,0,EMPTY,25.65,11.5,2791.5083,,767,0,98
3805,CAEX 714DC491,0,EMPTY,23.4712,11.69,2791.5085,,745,0,52.75
3806,CAEX 710C581,0,EMPTY,23.4712,11.69,2791.5088,,749,0,95.75
3807,CAEX 719DCI581,0,EMPTY,23.0496,11.52,2791.5093,,749,0,85
3808,CAEX 723DC581,0,EMPTY,26.2428,11.69,2791.5095,,750,0,95.75
3809,CAEX 714DI482,0,EMPTY,27.1476,11.98,2791.5098,,750,0,85
3810,CAEX 720DI592,0,EMPTY,23.3968,11.66,2791.51,,748,0,85
3811,CAEX 717AB482,0,EMPTY,29.7372,12.81,2791.5103,,752,0,85.25
3812,CAEX 715ABC502,0,EMPTY,27.3972,12.06,2791.5105,,751,0,85.25
3813,CAEX 714DC492,0,EMPTY,26.5236,11.78,2791.5107,,752,0,85.5
3814,CAEX 710C582,0,EMPTY,26.0256,12.72,2791.5112,,746,0,84.75
3815,CAEX 719DCI582,0,EMPTY,30.4236,13.03,2791.5115,,750,0,95.75
3816,CAEX 723DC582,0,EMPTY,25.9932,11.61,2791.5117,,752,0,85.5
3817,CAEX 714DI483,0,EMPTY,26.6796,11.83,2791.512,,750,0,85.25
3818,CAEX 720DI593,0,EMPTY,27.7092,12.16,2791.5122,,753,0,85.5
3819,CAEX 717AB483,0,EMPTY,27.99,12.25,2791.5125,,752,0,85.5
3820,CAEX 715ABC503,0,EMPTY,29.1444,12.62,2791.5127,,750,0,85.25
3821,CAEX 714DC493,0,EMPTY,27.1164,11.97,2791.5129,,752,0,85.25
3822,CAEX 710C583,0,EMPTY,26.7108,11.84,2791.5134,,751,0,74.5
3823,CAEX 719DCI583,0,EMPTY,24.9344,12.28,2791.5137,,749,0,74.25
3824,CAEX 723DC583,0,EMPTY,25.8996,11.58,2791.5139,,750,0,85
3825,CAEX 714DI484,0,EMPTY,24.984,12.3,2791.5142,,742,0,84.25
3826,CAEX 720DI594,0,EMPTY,27.834,12.2,2791.5144,,754,0,117.75
3827,CAEX 717AB484,0,EMPTY,27.2724,12.02,2791.5146,,753,0,85.5
3828,CAEX 715ABC504,0,EMPTY,23.62,11.75,2791.5149,,745,0,74
3829,CAEX 714DC494,0,EMPTY,26.7108,11.84,2791.5154,,758,0,96.75
3830,CAEX 710C584,0,EMPTY,25.5564,11.47,2791.5156,,751,0,64
3831,CAEX 719DCI584,0,EMPTY,25.2072,12.39,2791.5159,,748,0,74.25
3832,CAEX 723DC584,0,EMPTY,26.1,12.75,2791.5161,,732,0,83.25
3833,CAEX 714DI485,0,EMPTY,23.6532,10.86,2791.5164,,762,0,140.75
3834,CAEX 720DI595,0,EMPTY,24.116,11.95,2791.5166,,744,0,52.75
3835,CAEX 717AB485,0,EMPTY,24.5268,11.14,2791.5168,,752,0,96
3836,CAEX 715ABC505,0,EMPTY,22.7768,11.41,2791.5173,,745,0,74
3837,CAEX 714DC495,0,EMPTY,23.1488,11.56,2791.5176,,747,0,84.75
3838,CAEX 710C585,0,EMPTY,29.6124,12.77,2791.5178,,752,0,106.75
3839,CAEX 719DCI585,0,EMPTY,26.8356,11.88,2791.5181,,752,0,85.5
3840,CAEX 723DC585,0,EMPTY,26.2428,11.69,2791.5183,,752,0,85.5
3841,CAEX 714DI486,0,EMPTY,21.7104,10.98,2791.5186,,747,0,74.25
3842,CAEX 720DI596,0,EMPTY,26.1,12.75,2791.5188,,748,0,85
3843,CAEX 717AB486,0,EMPTY,26.9292,11.91,2791.5193,,753,0,85.5
3844,CAEX 715ABC506,0,EMPTY,26.3364,11.72,2791.5195,,750,0,85
3845,CAEX 714DC496,0,EMPTY,25.0572,11.31,2791.5198,,750,0,95.75
3846,CAEX 710C586,0,EMPTY,28.0096,13.52,2791.52,,728,0,82.75
3847,CAEX 719DCI586,0,EMPTY,26.6172,11.81,2791.5203,,764,0,162.75
3848,CAEX 723DC586,0,EMPTY,24.984,12.3,2791.5205,,749,0,63.75
3849,CAEX 714DI487,0,EMPTY,23.2232,11.59,2791.5208,,749,0,95.75
3850,CAEX 720DI597,0,EMPTY,25.8768,12.66,2791.521,,748,0,95.5
3851,CAEX 717AB487,0,EMPTY,28.2396,12.33,2791.5215,,755,0,107.25
3852,CAEX 715ABC507,0,EMPTY,23.1984,11.58,2791.5217,,748,0,85
3853,CAEX 714DC497,0,EMPTY,25.7436,11.53,2791.522,,751,0,96
3854,CAEX 710C587,0,EMPTY,28.77,12.5,2791.5222,,751,0,96
3855,CAEX 719DCI587,0,EMPTY,28.614,12.45,2791.5225,,752,0,85.25
3856,CAEX 723DC587,0,EMPTY,24.5376,12.12,2791.5227,,748,0,85
3857,CAEX 714DI488,0,EMPTY,25.494,11.45,2791.5229,,755,0,85.75
3858,CAEX 720DI598,0,EMPTY,25.1508,11.34,2791.5234,,756,0,85.75
3859,CAEX 717AB488,0,EMPTY,24.1904,11.98,2791.5237,,743,0,63.25
3860,CAEX 715ABC508,0,EMPTY,25.604,12.55,2791.5239,,733,0,93.75
3861,CAEX 714DC498,0,EMPTY,23.466,10.8,2791.5242,,771,0,131.25
3862,CAEX 710C588,0,EMPTY,26.1,12.75,2791.5244,,744,0,42.25
3863,CAEX 719DCI588,0,EMPTY,24.116,11.95,2791.5247,,749,0,95.75
3864,CAEX 723DC588,0,EMPTY,24.3144,12.03,2791.5249,,746,0,84.75
3865,CAEX 714DI489,0,EMPTY,26.0868,11.64,2791.5254,,753,0,85.5
3866,CAEX 720DI599,0,EMPTY,26.9604,11.92,2791.5256,,750,0,74.5
3867,CAEX 717AB489,0,EMPTY,26.8668,11.89,2791.5259,,750,0,85
3868,CAEX 715ABC509,0,EMPTY,24.9636,11.28,2791.5261,,751,0,96
3869,CAEX 714DC499,0,EMPTY,26.2984,12.83,2791.5264,,748,0,74.25
3870,CAEX 710C589,0,EMPTY,26.2428,11.69,2791.5266,,750,0,85.25
3871,CAEX 719DCI589,0,EMPTY,27.4908,12.09,2791.5269,,754,0,85.5
3872,CAEX 723DC589,0,EMPTY,23.0744,11.53,2791.5273,,747,0,74.25
3873,CAEX 714DI490,0,EMPTY,23.5704,11.73,2791.5276,,748,0,85
3874,CAEX 720DI600,0,EMPTY,21.7104,10.98,2791.5278,,745,0,84.5
3875,CAEX 717AB490,0,EMPTY,24.5268,11.14,2791.5281,,765,0,97.75
3876,CAEX 715ABC510,0,EMPTY,25.9308,11.59,2791.5283,,753,0,53.5
3877,CAEX 714DC500,0,EMPTY,23.2728,11.61,2791.5286,,748,0,74.25
3878,CAEX 710C590,0,EMPTY,26.1804,11.67,2791.5288,,750,0,85.25
3879,CAEX 719DCI590,0,EMPTY,25.0572,11.31,2791.5291,,751,0,85.25
3880,CAEX 723DC590,0,EMPTY,23.9964,10.97,2791.5295,,754,0,85.5
3881,CAEX 714DI491,0,EMPTY,27.3036,12.03,2791.5298,,750,0,74.5
3882,CAEX 720DI601,0,EMPTY,24.2896,12.02,2791.53,,746,0,74
3883,CAEX 717AB491,0,EMPTY,25.806,11.55,2791.5303,,752,0,85.5
3884,CAEX 715ABC511,0,EMPTY,25.806,11.55,2791.5305,,750,0,85.25
3885,CAEX 714DC501,0,EMPTY,27.1476,11.98,2791.5308,,752,0,85.5
3886,CAEX 710C591,0,EMPTY,23.5704,11.73,2791.531,,748,0,74.25
3887,CAEX 719DCI591,0,EMPTY,28.3956,12.38,2791.5315,,752,0,96
3888,CAEX 723DC591,0,EMPTY,25.1328,12.36,2791.5317,,748,0,74.25
3889,CAEX 714DI492,0,EMPTY,31.2972,13.31,2791.532,,758,0,97
3890,CAEX 720DI602,0,EMPTY,24.6616,12.17,2791.5322,,749,0,85
3891,CAEX 717AB492,0,EMPTY,26.0244,11.62,2791.5325,,752,0,85.5
3892,CAEX 715ABC512,0,EMPTY,25.0572,11.31,2791.5327,,752,0,85.25
3893,CAEX 714DC502,0,EMPTY,25.9512,12.69,2791.533,,743,0,84.25
3894,CAEX 710C592,0,EMPTY,29.2692,12.66,2791.5334,,750,0,95.75
3895,CAEX 719DCI592,0,EMPTY,26.3364,11.72,2791.5337,,752,0,96
3896,CAEX 723DC592,0,EMPTY,26.5236,11.78,2791.5339,,753,0,85.5
3897,CAEX 714DI493,0,EMPTY,25.9016,12.67,2791.5342,,748,0,85
3898,CAEX 720DI603,0,EMPTY,24.9636,11.28,2791.5344,,750,0,85.25
3899,CAEX 717AB493,0,EMPTY,23.1488,11.56,2791.5347,,746,0,84.75
3900,CAEX 715ABC513,0,EMPTY,26.5236,11.78,2791.5349,,750,0,95.75
3901,CAEX 714DC503,0,EMPTY,27.0672,13.14,2791.5352,,745,0,95.25
3902,CAEX 710C593,0,EMPTY,25.9308,11.59,2791.5356,,753,0,107
3903,CAEX 719DCI593,0,EMPTY,27.1912,13.19,2791.5359,,740,0,84
3904,CAEX 723DC593,0,EMPTY,25.2756,11.38,2791.5361,,762,0,130
3905,CAEX 714DI494,0,EMPTY,25.604,12.55,2791.5364,,742,0,63.25
3906,CAEX 720DI604,0,EMPTY,28.5828,12.44,2791.5366,,754,0,107
3907,CAEX 717AB494,0,EMPTY,25.8996,11.58,2791.5369,,750,0,85
3908,CAEX 715ABC514,0,EMPTY,27.9276,12.23,2791.5371,,751,0,74.5
3909,CAEX 714DC504,0,EMPTY,26.4224,12.88,2791.5376,,742,0,84.25
3910,CAEX 710C594,0,EMPTY,27.5844,12.12,2791.5378,,751,0,106.5
3911,CAEX 719DCI594,0,EMPTY,23.0604,10.67,2791.5381,,754,0,96.25
3912,CAEX 723DC594,0,EMPTY,26.6704,12.98,2791.5383,,749,0,74.25
3913,CAEX 714DI495,0,EMPTY,24.1656,11.97,2791.5386,,749,0,85
3914,CAEX 720DI605,0,EMPTY,24.2772,11.06,2791.5388,,750,0,95.75
3915,CAEX 717AB495,0,EMPTY,24.6204,11.17,2791.5391,,752,0,85.5
3916,CAEX 715ABC515,0,EMPTY,22.4296,11.27,2791.5396,,748,0,74.25
3917,CAEX 714DC505,0,EMPTY,27.7368,13.41,2791.5398,,728,0,82.75
3918,CAEX 710C595,0,EMPTY,25.7436,11.53,2791.54,,766,0,141.25
3919,CAEX 719DCI595,0,EMPTY,21.2196,10.08,2791.5403,,751,0,64
3920,CAEX 723DC595,0,EMPTY,27.216,13.2,2791.5405,,740,0,73.5
3921,CAEX 714DI496,0,EMPTY,29.0508,12.59,2791.5408,,750,0,106.5
3922,CAEX 720DI606,0,EMPTY,25.9308,11.59,2791.541,,750,0,95.75
3923,CAEX 717AB496,0,EMPTY,25.65,11.5,2791.5415,,751,0,96
3924,CAEX 715ABC516,0,EMPTY,27.4596,12.08,2791.5417,,752,0,85.25
3925,CAEX 714DC506,0,EMPTY,25.604,12.55,2791.542,,748,0,85
3926,CAEX 710C596,0,EMPTY,23.5704,11.73,2791.5422,,744,0,84.5
3927,CAEX 719DCI596,0,EMPTY,26.7108,11.84,2791.5425,,752,0,106.75
3928,CAEX 723DC596,0,EMPTY,25.2072,12.39,2791.5427,,748,0,95.5
3929,CAEX 714DI497,0,EMPTY,30.6732,13.11,2791.543,,752,0,106.75
3930,CAEX 720DI607,0,EMPTY,25.2072,12.39,2791.5432,,749,0,85
3931,CAEX 717AB497,0,EMPTY,22.7768,11.41,2791.5437,,738,0,94.25
3932,CAEX 715ABC517,0,EMPTY,28.3956,12.38,2791.5439,,769,0,131
3933,CAEX 714DC507,0,EMPTY,23.6944,11.78,2791.5442,,749,0,53
3934,CAEX 710C597,0,EMPTY,25.7436,11.53,2791.5444,,751,0,85.25
3935,CAEX 719DCI597,0,EMPTY,24.116,11.95,2791.5447,,747,0,84.75
3936,CAEX 723DC597,0,EMPTY,28.2708,12.34,2791.5449,,751,0,96
3937,CAEX 714DI498,0,EMPTY,25.0088,12.31,2791.5452,,748,0,85
3938,CAEX 720DI608,0,EMPTY,28.5204,12.42,2791.5457,,751,0,85.25
3939,CAEX 717AB498,0,EMPTY,25.026,11.3,2791.5459,,752,0,85.25
3940,CAEX 715ABC518,0,EMPTY,29.3004,12.67,2791.5461,,752,0,85.25
3941,CAEX 714DC508,0,EMPTY,22.8512,11.44,2791.5464,,747,0,74.25
3942,CAEX 710C598,0,EMPTY,27.4596,12.08,2791.5466,,752,0,96
3943,CAEX 719DCI598,0,EMPTY,24.736,12.2,2791.5469,,748,0,74.25
3944,CAEX 723DC598,0,EMPTY,27.7404,12.17,2791.5471,,750,0,95.75
3945,CAEX 714DI499,0,EMPTY,25.356,12.45,2791.5476,,749,0,85
3946,CAEX 720DI609,0,EMPTY,26.0868,11.64,2791.5479,,765,0,86.75
3947,CAEX 717AB499,0,EMPTY,26.7732,11.86,2791.5481,,753,0,64
3948,CAEX 715ABC519,0,EMPTY,25.8768,12.66,2791.5483,,743,0,73.75
3949,CAEX 714DC509,0,EMPTY,27.8964,12.22,2791.5486,,750,0,95.75
3950,CAEX 710C599,0,EMPTY,24.984,12.3,2791.5488,,748,0,95.5
3951,CAEX 719DCI599,0,EMPTY,28.1772,12.31,2791.5491,,752,0,85.5
3952,CAEX 723DC599,0,EMPTY,29.4876,12.73,2791.5496,,750,0,85
3953,CAEX 714DI500,0,EMPTY,25.2756,11.38,2791.5498,,750,0,85.25
3954,CAEX 720DI610,0,EMPTY,21.6856,10.97,2791.55,,749,0,95.75
3955,CAEX 717AB500,0,EMPTY,24.6616,12.17,2791.5503,,748,0,85
3956,CAEX 715ABC520,0,EMPTY,30.0804,12.92,2791.5505,,750,0,95.75
3957,CAEX 714DC510,0,EMPTY,24.1524,11.02,2791.5508,,752,0,96
3958,CAEX 710C600,0,EMPTY,22.9504,11.48,2791.551,,746,0,84.75
3959,CAEX 719DCI600,0,EMPTY,30.33,13,2791.5513,,750,0,95.75
3960,CAEX 723DC600,0,EMPTY,26.3232,12.84,2791.5518,,746,0,95.25
3961,CAEX 714DI501,0,EMPTY,26.6796,11.83,2791.552,,756,0,107.25
3962,CAEX 720DI611,0,EMPTY,23.496,11.7,2791.5522,,745,0,84.5
3963,CAEX 717AB501,0,EMPTY,29.2692,12.66,2791.5525,,752,0,96
3964,CAEX 715ABC521,0,EMPTY,24.714,11.2,2791.5527,,755,0,85.75
3965,CAEX 714DC511,0,EMPTY,24.4332,11.11,2791.553,,754,0,74.75
3966,CAEX 710C601,0,EMPTY,23.9964,10.97,2791.5532,,750,0,85
3967,CAEX 719DCI601,0,EMPTY,27.3036,12.03,2791.5537,,751,0,85.25
3968,CAEX 723DC601,0,EMPTY,25.806,11.55,2791.554,,752,0,74.5
3969,CAEX 714DI502,0,EMPTY,22.4296,11.27,2791.5542,,749,0,85
3970,CAEX 720DI612,0,EMPTY,26.6456,12.97,2791.5544,,742,0,84.25
3971,CAEX 717AB502,0,EMPTY,24.87,11.25,2791.5547,,754,0,117.75
3972,CAEX 715ABC522,0,EMPTY,28.0836,12.28,2791.5549,,752,0,85.5
3973,CAEX 714DC512,0,EMPTY,24.9324,11.27,2791.5552,,750,0,74.5
3974,CAEX 710C602,0,EMPTY,27.9104,13.48,2791.5557,,734,0,83.25
3975,CAEX 719DCI602,0,EMPTY,26.6796,11.83,2791.5559,,760,0,129.5
3976,CAEX 723DC602,0,EMPTY,22.9256,11.47,2791.5562,,748,0,63.75
3977,CAEX 714DI503,0,EMPTY,26.3364,11.72,2791.5564,,752,0,85.25
3978,CAEX 720DI613,0,EMPTY,23.8432,11.84,2791.5566,,748,0,74.25
3979,CAEX 717AB503,0,EMPTY,30.486,13.05,2791.5569,,753,0,96.25
3980,CAEX 715ABC523,0,EMPTY,23.2232,11.59,2791.5571,,744,0,73.75
3981,CAEX 714DC513,0,EMPTY,23.4972,10.81,2791.5576,,756,0,96.75
3982,CAEX 710C603,0,EMPTY,25.7528,12.61,2791.5579,,742,0,63
3983,CAEX 719DCI603,0,EMPTY,27.7616,13.42,2791.5581,,745,0,105.75
3984,CAEX 723DC603,0,EMPTY,27.5844,12.12,2791.5583,,751,0,96
3985,CAEX 714DI504,0,EMPTY,24.9324,11.27,2791.5586,,755,0,85.75
3986,CAEX 720DI614,0,EMPTY,25.0088,12.31,2791.5588,,748,0,74.25
3987,CAEX 717AB504,0,EMPTY,27.99,12.25,2791.5591,,750,0,95.75
3988,CAEX 715ABC524,0,EMPTY,25.8272,12.64,2791.5593,,728,0,82.5
3989,CAEX 714DC514,0,EMPTY,25.4628,11.44,2791.5598,,766,0,152.25
3990,CAEX 710C604,0,EMPTY,25.7528,12.61,2791.5601,,746,0,53
3991,CAEX 719DCI604,0,EMPTY,26.0256,12.72,2791.5603,,748,0,95.5
3992,CAEX 723DC604,0,EMPTY,23.8928,11.86,2791.5605,,749,0,85
3993,CAEX 714DI505,0,EMPTY,22.8016,11.42,2791.5608,,748,0,95.5
3994,CAEX 720DI615,0,EMPTY,23.496,11.7,2791.561,,749,0,85
3995,CAEX 717AB505,0,EMPTY,27.2724,12.02,2791.5613,,751,0,96
3996,CAEX 715ABC525,0,EMPTY,26.3676,11.73,2791.5618,,750,0,85.25
3997,CAEX 714DC515,0,EMPTY,24.984,12.3,2791.562,,748,0,95.5
3998,CAEX 710C605,0,EMPTY,28.7076,12.48,2791.5623,,752,0,96
3999,CAEX 719DCI605,0,EMPTY,29.7372,12.81,2791.5625,,750,0,85
4000,CAEX 723DC605,0,EMPTY,24.0168,11.91,2791.5627,,749,0,85
4001,CAEX 714DI506,0,EMPTY,21.6856,10.97,2791.563,,749,0,85
4002,CAEX 720DI616,0,EMPTY,23.2728,11.61,2791.5632,,745,0,84.5
4003,CAEX 717AB506,0,EMPTY,30.5172,13.06,2791.5637,,766,0,108.75
4004,CAEX 715ABC526,0,EMPTY,26.0244,11.62,2791.564,,750,0,53.25
4005,CAEX 714DC516,0,EMPTY,24.86,12.25,2791.5642,,740,0,73.5
4006,CAEX 710C606,0,EMPTY,25.494,11.45,2791.5645,,750,0,117.25
4007,CAEX 719DCI606,0,EMPTY,25.1196,11.33,2791.5647,,754,0,96.25
4008,CAEX 723DC606,0,EMPTY,26.4924,11.77,2791.5649,,752,0,85.25
4009,CAEX 714DI507,0,EMPTY,20.6688,10.56,2791.5652,,749,0,85
4010,CAEX 720DI617,0,EMPTY,26.8356,11.88,2791.5657,,751,0,85.25
4011,CAEX 717AB507,0,EMPTY,26.3364,11.72,2791.5659,,752,0,74.75
4012,CAEX 715ABC527,0,EMPTY,24.8104,12.23,2791.5662,,746,0,84.75
4013,CAEX 714DC517,0,EMPTY,25.5564,11.47,2791.5664,,750,0,95.75
4014,CAEX 710C607,0,EMPTY,27.054,11.95,2791.5667,,753,0,85.5
4015,CAEX 719DCI607,0,EMPTY,24.6828,11.19,2791.5669,,750,0,74.5
4016,CAEX 723DC607,0,EMPTY,22.3304,11.23,2791.5671,,746,0,84.75
4017,CAEX 714DI508,0,EMPTY,27.366,12.05,2791.5674,,761,0,97.25
4018,CAEX 720DI618,0,EMPTY,24.5872,12.14,2791.5679,,748,0,74.25
4019,CAEX 717AB508,0,EMPTY,23.0744,11.53,2791.5681,,748,0,95.5
4020,CAEX 715ABC528,0,EMPTY,27.8964,12.22,2791.5684,,756,0,96.5
4021,CAEX 714DC518,0,EMPTY,27.4908,12.09,2791.5686,,752,0,74.75
4022,CAEX 710C608,0,EMPTY,25.48,12.5,2791.5688,,741,0,84
4023,CAEX 719DCI608,0,EMPTY,24.116,11.95,2791.5691,,749,0,106.25
4024,CAEX 723DC608,0,EMPTY,27.5532,12.11,2791.5693,,752,0,96
4025,CAEX 714DI509,0,EMPTY,27.054,11.95,2791.5698,,752,0,85.25
4026,CAEX 720DI619,0,EMPTY,28.3956,12.38,2791.5701,,753,0,96.25
4027,CAEX 717AB509,0,EMPTY,24.2896,12.02,2791.5703,,746,0,84.75
4028,CAEX 715ABC529,0,EMPTY,25.3068,11.39,2791.5706,,755,0,96.5
4029,CAEX 714DC519,0,EMPTY,23.2728,11.61,2791.5708,,747,0,84.75
4030,CAEX 710C609,0,EMPTY,26.4924,11.77,2791.571,,750,0,95.75
4031,CAEX 719DCI609,0,EMPTY,28.2576,13.62,2791.5713,,733,0,93.5
4032,CAEX 723DC609,0,EMPTY,23.8092,10.91,2791.5718,,764,0,151.75
4033,CAEX 714DI510,0,EMPTY,25.026,11.3,2791.572,,751,0,53.25
4034,CAEX 720DI620,0,EMPTY,24.24,12,2791.5723,,746,0,74
4035,CAEX 717AB510,0,EMPTY,26.0868,11.64,2791.5725,,750,0,95.75
4036,CAEX 715ABC530,0,EMPTY,21.636,10.95,2791.5728,,748,0,74.25
