Data,Truck,CuT [%],Load,Speed (km/hr),Fuel Rate (l/h),Engine Hours,Operative Factor,Engine Speed (RPM),% Acel Pedal,Brakehorsepower
4504,CAEX 723DC668,0,EMPTY,25.0832,12.34,2791.7039,,747,0,95.5
4505,CAEX 714DI569,0,EMPTY,25.0584,12.33,2791.7041,,745,0,95
4506,CAEX 720DI679,0,EMPTY,28.3956,12.38,2791.7043,,757,0,118.25
4507,CAEX 717AB569,0,EMPTY,24.6616,12.17,2791.7048,,748,0,74.25
4508,CAEX 715ABC589,0,EMPTY,25.8768,12.66,2791.7051,,727,0,92.75
4509,CAEX 714DC579,0,EMPTY,25.494,11.45,2791.7053,,762,0,151.5
4510,CAEX 710C669,0,EMPTY,23.6944,11.78,2791.7056,,746,0,63.5
4511,CAEX 719DCI669,0,EMPTY,25.8272,12.64,2791.7058,,748,0,95.5
4512,CAEX 723DC669,0,EMPTY,26.5236,11.78,2791.7061,,752,0,96
4513,CAEX 714DI570,0,EMPTY,24.3144,12.03,2791.7063,,747,0,84.75
4514,CAEX 720DI680,0,EMPTY,29.0508,12.59,2791.7068,,752,0,106.75
4515,CAEX 717AB570,0,EMPTY,27.3036,12.03,2791.707,,752,0,85.25
4516,CAEX 715ABC590,0,EMPTY,26.1804,11.67,2791.7073,,751,0,85.25
4517,CAEX 714DC580,0,EMPTY,23.4216,11.67,2791.7075,,747,0,74.25
4518,CAEX 710C670,0,EMPTY,28.77,12.5,2791.7078,,750,0,95.75
4519,CAEX 719DCI670,0,EMPTY,26.5236,11.78,2791.708,,753,0,85.5
4520,CAEX 723DC670,0,EMPTY,21.5616,10.92,2791.7083,,747,0,74.25
4521,CAEX 714DI571,0,EMPTY,29.3004,12.67,2791.7085,,750,0,85
4522,CAEX 720DI681,0,EMPTY,27.34,13.25,2791.709,,734,0,83.25
4523,CAEX 717AB571,0,EMPTY,25.9308,11.59,2791.7092,,760,0,129.5
4524,CAEX 715ABC591,0,EMPTY,22.8016,11.42,2791.7095,,744,0,74
4525,CAEX 714DC581,0,EMPTY,30.2676,12.98,2791.7097,,750,0,106.5
4526,CAEX 710C671,0,EMPTY,31.9836,13.53,2791.71,,752,0,85.25
4527,CAEX 719DCI671,0,EMPTY,27.4596,12.08,2791.7102,,752,0,96
4528,CAEX 723DC671,0,EMPTY,23.2728,11.61,2791.7104,,745,0,84.5
4529,CAEX 714DI572,0,EMPTY,25.8996,11.58,2791.7109,,751,0,96
4530,CAEX 720DI682,0,EMPTY,26.4472,12.89,2791.7112,,749,0,85
4531,CAEX 717AB572,0,EMPTY,25.1196,11.33,2791.7114,,755,0,85.75
4532,CAEX 715ABC592,0,EMPTY,23.9424,11.88,2791.7117,,745,0,74
4533,CAEX 714DC582,0,EMPTY,27.1476,11.98,2791.7119,,750,0,95.75
4534,CAEX 710C672,0,EMPTY,25.2568,12.41,2791.7122,,747,0,74.25
4535,CAEX 719DCI672,0,EMPTY,27.5844,12.12,2791.7124,,752,0,96
4536,CAEX 723DC672,0,EMPTY,24.9096,12.27,2791.7129,,728,0,72.25
4537,CAEX 714DI573,0,EMPTY,26.5236,11.78,2791.7131,,764,0,152
4538,CAEX 720DI683,0,EMPTY,24.6204,11.17,2791.7134,,752,0,53.25
4539,CAEX 717AB573,0,EMPTY,26.2428,11.69,2791.7136,,750,0,85
4540,CAEX 715ABC593,0,EMPTY,22.4544,11.28,2791.7139,,749,0,85
4541,CAEX 714DC583,0,EMPTY,25.0584,12.33,2791.7141,,748,0,95.5
4542,CAEX 710C673,0,EMPTY,27.054,11.95,2791.7144,,750,0,85
4543,CAEX 719DCI673,0,EMPTY,22.9256,11.47,2791.7148,,749,0,85
4544,CAEX 723DC673,0,EMPTY,27.054,11.95,2791.7151,,751,0,85.25
4545,CAEX 714DI574,0,EMPTY,24.2896,12.02,2791.7153,,747,0,84.75
4546,CAEX 720DI684,0,EMPTY,26.0244,11.62,2791.7156,,752,0,96
4547,CAEX 717AB574,0,EMPTY,28.926,12.55,2791.7158,,750,0,85
4548,CAEX 715ABC594,0,EMPTY,28.146,12.3,2791.7161,,750,0,85
4549,CAEX 714DC584,0,EMPTY,26.9432,13.09,2791.7163,,749,0,95.75
4550,CAEX 710C674,0,EMPTY,27.464,13.3,2791.7166,,734,0,83.25
4551,CAEX 719DCI674,0,EMPTY,23.6532,10.86,2791.717,,770,0,142.25
4552,CAEX 723DC674,0,EMPTY,24.0416,11.92,2791.7173,,743,0,42.25
4553,CAEX 714DI575,0,EMPTY,26.274,11.7,2791.7175,,752,0,96
4554,CAEX 720DI685,0,EMPTY,25.806,11.55,2791.7178,,752,0,74.75
4555,CAEX 717AB575,0,EMPTY,20.8672,10.64,2791.718,,747,0,74.25
4556,CAEX 715ABC595,0,EMPTY,23.2232,11.59,2791.7183,,749,0,85
4557,CAEX 714DC585,0,EMPTY,24.7112,12.19,2791.7185,,744,0,84.5
4558,CAEX 710C675,0,EMPTY,26.72,13,2791.719,,749,0,106.25
4559,CAEX 719DCI675,0,EMPTY,26.6172,11.81,2791.7192,,753,0,96.25
4560,CAEX 723DC675,0,EMPTY,25.4004,11.42,2791.7195,,757,0,75.25
4561,CAEX 714DI576,0,EMPTY,24.5872,12.14,2791.7197,,746,0,74
4562,CAEX 720DI686,0,EMPTY,27.054,11.95,2791.72,,752,0,96
4563,CAEX 717AB576,0,EMPTY,25.1328,12.36,2791.7202,,748,0,85
4564,CAEX 715ABC596,0,EMPTY,25.6288,12.56,2791.7205,,731,0,83
4565,CAEX 714DC586,0,EMPTY,29.55,12.75,2791.7209,,760,0,140.5
4566,CAEX 710C676,0,EMPTY,26.7732,11.86,2791.7212,,752,0,74.5
4567,CAEX 719DCI676,0,EMPTY,24.6616,12.17,2791.7214,,749,0,85
4568,CAEX 723DC676,0,EMPTY,27.3972,12.06,2791.7217,,755,0,96.5
4569,CAEX 714DI577,0,EMPTY,23.1488,11.56,2791.7219,,748,0,85
4570,CAEX 720DI687,0,EMPTY,27.6468,12.14,2791.7222,,754,0,96.25
4571,CAEX 717AB577,0,EMPTY,21.9832,11.09,2791.7224,,746,0,84.75
4572,CAEX 715ABC597,0,EMPTY,27.8028,12.19,2791.7227,,752,0,96
4573,CAEX 714DC587,0,EMPTY,27.7404,12.17,2791.7231,,750,0,95.75
4574,CAEX 710C677,0,EMPTY,26.8668,11.89,2791.7234,,752,0,96
4575,CAEX 719DCI677,0,EMPTY,23.7156,10.88,2791.7236,,753,0,85.5
4576,CAEX 723DC677,0,EMPTY,25.8272,12.64,2791.7239,,746,0,84.75
4577,CAEX 714DI578,0,EMPTY,29.4564,12.72,2791.7241,,751,0,96
4578,CAEX 720DI688,0,EMPTY,24.5376,12.12,2791.7244,,738,0,94.25
4579,CAEX 717AB578,0,EMPTY,25.1508,11.34,2791.7246,,769,0,120
4580,CAEX 715ABC598,0,EMPTY,22.7024,11.38,2791.7251,,745,0,52.75
4581,CAEX 714DC588,0,EMPTY,27.054,11.95,2791.7253,,754,0,96.25
4582,CAEX 710C678,0,EMPTY,25.494,11.45,2791.7256,,752,0,85.25
4583,CAEX 719DCI678,0,EMPTY,23.2976,11.62,2791.7258,,748,0,84.75
4584,CAEX 723DC678,0,EMPTY,24.984,12.3,2791.7261,,748,0,95.5
4585,CAEX 714DI579,0,EMPTY,25.4056,12.47,2791.7263,,749,0,95.75
4586,CAEX 720DI689,0,EMPTY,25.3068,11.39,2791.7266,,755,0,96.5
4587,CAEX 717AB579,0,EMPTY,24.9096,12.27,2791.7271,,747,0,84.75
4588,CAEX 715ABC599,0,EMPTY,24.3888,12.06,2791.7273,,748,0,95.5
4589,CAEX 714DC589,0,EMPTY,27.2724,12.02,2791.7275,,753,0,96.25
4590,CAEX 710C679,0,EMPTY,26.1804,11.67,2791.7278,,751,0,74.5
4591,CAEX 719DCI679,0,EMPTY,23.744,11.8,2791.728,,744,0,84.5
4592,CAEX 723DC679,0,EMPTY,24.5872,12.14,2791.7283,,739,0,105
4593,CAEX 714DI580,0,EMPTY,27.8964,12.22,2791.7285,,772,0,120.5
4594,CAEX 720DI690,0,EMPTY,22.8512,11.44,2791.729,,746,0,53
4595,CAEX 717AB580,0,EMPTY,28.1772,12.31,2791.7292,,753,0,85.5
4596,CAEX 715ABC600,0,EMPTY,26.4472,12.89,2791.7295,,748,0,84.75
4597,CAEX 714DC590,0,EMPTY,24.1656,11.97,2791.7297,,746,0,95.25
4598,CAEX 710C680,0,EMPTY,29.0196,12.58,2791.73,,752,0,106.75
4599,CAEX 719DCI680,0,EMPTY,27.7092,12.16,2791.7302,,755,0,96.5
4600,CAEX 723DC680,0,EMPTY,24.0168,11.91,2791.7305,,746,0,84.75
4601,CAEX 714DI581,0,EMPTY,26.2428,11.69,2791.7307,,750,0,106.5
4602,CAEX 720DI691,0,EMPTY,27.0228,11.94,2791.7312,,750,0,95.75
4603,CAEX 717AB581,0,EMPTY,26.844,13.05,2791.7314,,747,0,95.5
4604,CAEX 715ABC601,0,EMPTY,29.0196,12.58,2791.7317,,751,0,96
4605,CAEX 714DC591,0,EMPTY,25.0832,12.34,2791.7319,,747,0,95.5
4606,CAEX 710C681,0,EMPTY,22.9504,11.48,2791.7322,,746,0,95.25
4607,CAEX 719DCI681,0,EMPTY,28.0524,12.27,2791.7324,,765,0,97.75
4608,CAEX 723DC681,0,EMPTY,25.6288,12.56,2791.7327,,746,0,63.5
4609,CAEX 714DI582,0,EMPTY,27.9276,12.23,2791.7332,,750,0,95.75
4610,CAEX 720DI692,0,EMPTY,23.8404,10.92,2791.7334,,752,0,85.25
4611,CAEX 717AB582,0,EMPTY,24.9096,12.27,2791.7336,,746,0,84.75
4612,CAEX 715ABC602,0,EMPTY,27.21,12,2791.7339,,752,0,96
4613,CAEX 714DC592,0,EMPTY,24.1656,11.97,2791.7341,,746,0,84.75
4614,CAEX 710C682,0,EMPTY,25.65,11.5,2791.7344,,751,0,106.75
4615,CAEX 719DCI682,0,EMPTY,27.3036,12.03,2791.7346,,750,0,85.25
4616,CAEX 723DC682,0,EMPTY,27.1168,13.16,2791.7351,,742,0,84.25
4617,CAEX 714DI583,0,EMPTY,27.99,12.25,2791.7354,,753,0,117.5
4618,CAEX 720DI693,0,EMPTY,25.1196,11.33,2791.7356,,754,0,85.5
4619,CAEX 717AB583,0,EMPTY,24.116,11.95,2791.7358,,748,0,85
4620,CAEX 715ABC603,0,EMPTY,26.43,11.75,2791.7361,,757,0,96.75
4621,CAEX 714DC593,0,EMPTY,25.2132,11.36,2791.7363,,766,0,76
4622,CAEX 710C683,0,EMPTY,22.6032,11.34,2791.7366,,746,0,63.5
4623,CAEX 719DCI683,0,EMPTY,29.2068,12.64,2791.7371,,750,0,95.75
4624,CAEX 723DC683,0,EMPTY,25.6288,12.56,2791.7373,,746,0,84.75
4625,CAEX 714DI584,0,EMPTY,25.5876,11.48,2791.7375,,754,0,96.25
4626,CAEX 720DI694,0,EMPTY,26.2428,11.69,2791.7378,,752,0,85.25
4627,CAEX 717AB584,0,EMPTY,27.3036,12.03,2791.738,,751,0,85.25
4628,CAEX 715ABC604,0,EMPTY,26.7732,11.86,2791.7383,,753,0,85.5
4629,CAEX 714DC594,0,EMPTY,24.1656,11.97,2791.7385,,745,0,74
4630,CAEX 710C684,0,EMPTY,24.86,12.25,2791.7388,,748,0,95.5
4631,CAEX 719DCI684,0,EMPTY,24.5376,12.12,2791.7393,,749,0,95.75
4632,CAEX 723DC684,0,EMPTY,25.2132,11.36,2791.7395,,750,0,95.75
4633,CAEX 714DI585,0,EMPTY,25.2568,12.41,2791.7397,,748,0,95.5
4634,CAEX 720DI695,0,EMPTY,26.4224,12.88,2791.74,,740,0,94.5
4635,CAEX 717AB585,0,EMPTY,24.9324,11.27,2791.7402,,773,0,131.75
4636,CAEX 715ABC605,0,EMPTY,25.9932,11.61,2791.7405,,751,0,42.5
4637,CAEX 714DC595,0,EMPTY,22.5288,11.31,2791.7407,,747,0,84.75
4638,CAEX 710C685,0,EMPTY,25.6288,12.56,2791.7412,,749,0,95.75
4639,CAEX 719DCI685,0,EMPTY,25.2132,11.36,2791.7415,,752,0,96
4640,CAEX 723DC685,0,EMPTY,28.4268,12.39,2791.7417,,752,0,85.25
4641,CAEX 714DI586,0,EMPTY,24.9096,12.27,2791.7419,,746,0,74.25
4642,CAEX 720DI696,0,EMPTY,27.834,12.2,2791.7422,,754,0,96.25
4643,CAEX 717AB586,0,EMPTY,25.604,12.55,2791.7424,,748,0,74.25
4644,CAEX 715ABC606,0,EMPTY,24.0912,11.94,2791.7427,,742,0,94.75
4645,CAEX 714DC596,0,EMPTY,27.7092,12.16,2791.7432,,757,0,107.5
4646,CAEX 710C686,0,EMPTY,27.216,13.2,2791.7434,,746,0,74
4647,CAEX 719DCI686,0,EMPTY,27.3036,12.03,2791.7437,,750,0,95.75
4648,CAEX 723DC686,0,EMPTY,27.99,12.25,2791.7439,,752,0,96
4649,CAEX 714DI587,0,EMPTY,28.614,12.45,2791.7441,,759,0,86.25
4650,CAEX 720DI697,0,EMPTY,26.586,11.8,2791.7444,,753,0,85.5
4651,CAEX 717AB587,0,EMPTY,28.6764,12.47,2791.7446,,752,0,74.75
4652,CAEX 715ABC607,0,EMPTY,24.24,12,2791.7451,,743,0,84.5
4653,CAEX 714DC597,0,EMPTY,26.274,11.7,2791.7454,,752,0,106.75
4654,CAEX 710C687,0,EMPTY,24.0912,11.94,2791.7456,,748,0,85
4655,CAEX 719DCI687,0,EMPTY,27.5844,12.12,2791.7458,,752,0,85.25
4656,CAEX 723DC687,0,EMPTY,25.026,11.3,2791.7461,,750,0,85.25
4657,CAEX 714DI588,0,EMPTY,25.5564,11.47,2791.7463,,751,0,85.25
4658,CAEX 720DI698,0,EMPTY,24.2896,12.02,2791.7466,,746,0,84.75
4659,CAEX 717AB588,0,EMPTY,27.9276,12.23,2791.7468,,758,0,96.75
4660,CAEX 715ABC608,0,EMPTY,24.6616,12.17,2791.7473,,747,0,63.5
4661,CAEX 714DC598,0,EMPTY,21.9584,11.08,2791.7476,,749,0,95.75
4662,CAEX 710C688,0,EMPTY,26.596,12.95,2791.7478,,747,0,95.5
4663,CAEX 719DCI688,0,EMPTY,29.4564,12.72,2791.748,,765,0,86.75
4664,CAEX 723DC688,0,EMPTY,23.466,10.8,2791.7483,,752,0,64
4665,CAEX 714DI589,0,EMPTY,25.0584,12.33,2791.7485,,744,0,74
4666,CAEX 720DI699,0,EMPTY,28.2396,12.33,2791.7488,,752,0,106.75
4667,CAEX 717AB589,0,EMPTY,25.9016,12.67,2791.7493,,745,0,84.5
4668,CAEX 715ABC609,0,EMPTY,27.2724,12.02,2791.7495,,755,0,107.25
4669,CAEX 714DC599,0,EMPTY,22.8016,11.42,2791.7498,,746,0,74
4670,CAEX 710C689,0,EMPTY,27.7404,12.17,2791.75,,752,0,106.75
4671,CAEX 719DCI689,0,EMPTY,25.2816,12.42,2791.7502,,748,0,85
4672,CAEX 723DC689,0,EMPTY,24.736,12.2,2791.7505,,747,0,106
4673,CAEX 714DI590,0,EMPTY,25.4004,11.42,2791.7507,,758,0,107.5
4674,CAEX 720DI700,0,EMPTY,28.146,12.3,2791.7512,,754,0,85.5
4675,CAEX 717AB590,0,EMPTY,26.4224,12.88,2791.7515,,744,0,74
4676,CAEX 715ABC610,0,EMPTY,26.8668,11.89,2791.7517,,750,0,106.25
4677,CAEX 714DC600,0,EMPTY,24.3708,11.09,2791.752,,770,0,98.25
4678,CAEX 710C690,0,EMPTY,29.394,12.7,2791.7522,,750,0,53
4679,CAEX 719DCI690,0,EMPTY,23.0744,11.53,2791.7524,,748,0,85
4680,CAEX 723DC690,0,EMPTY,25.2132,11.36,2791.7527,,750,0,95.75
4681,CAEX 714DI591,0,EMPTY,25.2756,11.38,2791.7532,,752,0,85.25
4682,CAEX 720DI701,0,EMPTY,29.7996,12.83,2791.7534,,750,0,85
4683,CAEX 717AB591,0,EMPTY,22.4296,11.27,2791.7537,,748,0,84.75
4684,CAEX 715ABC611,0,EMPTY,25.9932,11.61,2791.7539,,752,0,96
4685,CAEX 714DC601,0,EMPTY,23.5704,11.73,2791.7542,,746,0,74.25
4686,CAEX 710C691,0,EMPTY,25.3692,11.41,2791.7544,,754,0,96.25
4687,CAEX 719DCI691,0,EMPTY,24.116,11.95,2791.7546,,745,0,74
4688,CAEX 723DC691,0,EMPTY,27.3036,12.03,2791.7549,,751,0,96
4689,CAEX 714DI592,0,EMPTY,23.0744,11.53,2791.7554,,749,0,85
4690,CAEX 720DI702,0,EMPTY,25.604,12.55,2791.7556,,748,0,85
4691,CAEX 717AB592,0,EMPTY,25.4004,11.42,2791.7559,,763,0,97.5
4692,CAEX 715ABC612,0,EMPTY,23.7688,11.81,2791.7561,,748,0,63.75
4693,CAEX 714DC602,0,EMPTY,29.2068,12.64,2791.7563,,750,0,95.75
4694,CAEX 710C692,0,EMPTY,23.7688,11.81,2791.7566,,748,0,85
4695,CAEX 719DCI692,0,EMPTY,26.7732,11.86,2791.7568,,753,0,96.25
4696,CAEX 723DC692,0,EMPTY,22.256,11.2,2791.7573,,746,0,74
4697,CAEX 714DI593,0,EMPTY,24.5376,12.12,2791.7576,,747,0,95.5
4698,CAEX 720DI703,0,EMPTY,25.2132,11.36,2791.7578,,752,0,85.5
4699,CAEX 717AB593,0,EMPTY,25.5876,11.48,2791.7581,,750,0,85
4700,CAEX 715ABC613,0,EMPTY,22.8016,11.42,2791.7583,,746,0,84.75
4701,CAEX 714DC603,0,EMPTY,25.5544,12.53,2791.7585,,748,0,106.25
4702,CAEX 710C693,0,EMPTY,26.9604,11.92,2791.7588,,753,0,85.5
4703,CAEX 719DCI693,0,EMPTY,23.8928,11.86,2791.7593,,748,0,85
4704,CAEX 723DC693,0,EMPTY,24.5872,12.14,2791.7595,,739,0,94.5
4705,CAEX 714DI594,0,EMPTY,23.9028,10.94,2791.7598,,773,0,131.75
4706,CAEX 720DI704,0,EMPTY,23.2728,11.61,2791.76,,748,0,42.5
4707,CAEX 717AB594,0,EMPTY,25.6784,12.58,2791.7603,,747,0,84.75
4708,CAEX 715ABC614,0,EMPTY,24.364,12.05,2791.7605,,747,0,95.25
4709,CAEX 714DC604,0,EMPTY,25.4628,11.44,2791.7607,,755,0,107.25
4710,CAEX 710C694,0,EMPTY,26.8668,11.89,2791.7612,,750,0,74.5
4711,CAEX 719DCI694,0,EMPTY,26.8668,11.89,2791.7615,,751,0,96
4712,CAEX 723DC694,0,EMPTY,28.0836,12.28,2791.7617,,754,0,85.5
4713,CAEX 714DI595,0,EMPTY,27.8964,12.22,2791.762,,750,0,85
4714,CAEX 720DI705,0,EMPTY,27.5844,12.12,2791.7622,,750,0,85.25
4715,CAEX 717AB595,0,EMPTY,25.4628,11.44,2791.7625,,752,0,96
4716,CAEX 715ABC615,0,EMPTY,26.5236,11.78,2791.7627,,752,0,85.5
4717,CAEX 714DC605,0,EMPTY,24.3144,12.03,2791.7629,,746,0,84.75
4718,CAEX 710C695,0,EMPTY,27.2904,13.23,2791.7634,,734,0,93.75
4719,CAEX 719DCI695,0,EMPTY,24.1524,11.02,2791.7637,,772,0,142.5
4720,CAEX 723DC695,0,EMPTY,23.0744,11.53,2791.7639,,749,0,53
4721,CAEX 714DI596,0,EMPTY,27.99,12.25,2791.7642,,752,0,85.25
4722,CAEX 720DI706,0,EMPTY,23.8184,11.83,2791.7644,,747,0,84.75
4723,CAEX 717AB596,0,EMPTY,26.1804,11.67,2791.7646,,750,0,85
4724,CAEX 715ABC616,0,EMPTY,28.5828,12.44,2791.7649,,750,0,95.75
4725,CAEX 714DC606,0,EMPTY,31.2036,13.28,2791.7654,,752,0,85.25
4726,CAEX 710C696,0,EMPTY,23.8184,11.83,2791.7656,,745,0,84.5
4727,CAEX 719DCI696,0,EMPTY,27.366,12.05,2791.7659,,750,0,106.5
4728,CAEX 723DC696,0,EMPTY,27.4908,12.09,2791.7661,,751,0,96
4729,CAEX 714DI597,0,EMPTY,25.8272,12.64,2791.7664,,745,0,95.25
4730,CAEX 720DI707,0,EMPTY,27.7404,12.17,2791.7666,,750,0,106.5
4731,CAEX 717AB597,0,EMPTY,29.1132,12.61,2791.7668,,750,0,95.75
4732,CAEX 715ABC617,0,EMPTY,28.2576,13.62,2791.7673,,727,0,92.75
4733,CAEX 714DC607,0,EMPTY,27.99,12.25,2791.7676,,769,0,153
4734,CAEX 710C697,0,EMPTY,23.8432,11.84,2791.7678,,748,0,53
4735,CAEX 719DCI697,0,EMPTY,22.5288,11.31,2791.7681,,749,0,95.75
4736,CAEX 723DC697,0,EMPTY,27.834,12.2,2791.7683,,755,0,96.5
4737,CAEX 714DI598,0,EMPTY,25.5564,11.47,2791.7686,,752,0,74.75
4738,CAEX 720DI708,0,EMPTY,22.8016,11.42,2791.7688,,747,0,74.25
4739,CAEX 717AB598,0,EMPTY,23.8092,10.91,2791.7693,,751,0,85.25
4740,CAEX 715ABC618,0,EMPTY,29.6436,12.78,2791.7695,,750,0,85
4741,CAEX 714DC608,0,EMPTY,23.4712,11.69,2791.7698,,748,0,85
4742,CAEX 710C698,0,EMPTY,27.2724,12.02,2791.77,,750,0,85
4743,CAEX 719DCI698,0,EMPTY,25.8996,11.58,2791.7703,,751,0,85.25
4744,CAEX 723DC698,0,EMPTY,28.3956,12.38,2791.7705,,750,0,74.5
4745,CAEX 714DI599,0,EMPTY,25.0584,12.33,2791.7708,,748,0,85
4746,CAEX 720DI709,0,EMPTY,28.3072,13.64,2791.771,,731,0,93.25
4747,CAEX 717AB599,0,EMPTY,24.3396,11.08,2791.7715,,761,0,140.5
4748,CAEX 715ABC619,0,EMPTY,26.8688,13.06,2791.7717,,743,0,63.25
4749,CAEX 714DC609,0,EMPTY,28.146,12.3,2791.772,,750,0,106.5
4750,CAEX 710C699,0,EMPTY,27.1164,11.97,2791.7722,,751,0,96
4751,CAEX 719DCI699,0,EMPTY,27.8028,12.19,2791.7725,,751,0,96
4752,CAEX 723DC699,0,EMPTY,30.2364,12.97,2791.7727,,752,0,96
4753,CAEX 714DI600,0,EMPTY,26.7732,11.86,2791.7729,,750,0,85.25
4754,CAEX 720DI710,0,EMPTY,27.7404,12.17,2791.7734,,751,0,85.25
4755,CAEX 717AB600,0,EMPTY,24.364,12.05,2791.7737,,747,0,74.25
4756,CAEX 715ABC620,0,EMPTY,27.216,13.2,2791.7739,,748,0,95.5
4757,CAEX 714DC610,0,EMPTY,24.736,12.2,2791.7742,,743,0,84.25
4758,CAEX 710C700,0,EMPTY,26.2428,11.69,2791.7744,,755,0,118
4759,CAEX 719DCI700,0,EMPTY,28.614,12.45,2791.7747,,750,0,74.5
4760,CAEX 723DC700,0,EMPTY,28.6544,13.78,2791.7749,,740,0,94.5
4761,CAEX 714DI601,0,EMPTY,28.3956,12.38,2791.7754,,756,0,128.75
4762,CAEX 720DI711,0,EMPTY,24.116,11.95,2791.7756,,748,0,85
4763,CAEX 717AB601,0,EMPTY,26.9292,11.91,2791.7759,,752,0,96
4764,CAEX 715ABC621,0,EMPTY,30.8604,13.17,2791.7761,,752,0,85.25
4765,CAEX 714DC611,0,EMPTY,28.3332,12.36,2791.7764,,752,0,85.5
4766,CAEX 710C701,0,EMPTY,22.8016,11.42,2791.7766,,746,0,84.75
4767,CAEX 719DCI701,0,EMPTY,27.834,12.2,2791.7769,,757,0,96.75
4768,CAEX 723DC701,0,EMPTY,24.24,12,2791.7773,,746,0,84.75
4769,CAEX 714DI602,0,EMPTY,26.1492,11.66,2791.7776,,750,0,95.75
4770,CAEX 720DI712,0,EMPTY,24.0168,11.91,2791.7778,,744,0,84.5
4771,CAEX 717AB602,0,EMPTY,27.99,12.25,2791.7781,,750,0,106.25
4772,CAEX 715ABC622,0,EMPTY,26.2488,12.81,2791.7783,,748,0,85
4773,CAEX 714DC612,0,EMPTY,28.0836,12.28,2791.7786,,751,0,96
4774,CAEX 710C702,0,EMPTY,24.736,12.2,2791.7788,,731,0,83
4775,CAEX 719DCI702,0,EMPTY,27.3036,12.03,2791.7791,,762,0,151.5
4776,CAEX 723DC702,0,EMPTY,26.4968,12.91,2791.7795,,742,0,63.25
4777,CAEX 714DI603,0,EMPTY,28.4892,12.41,2791.7798,,752,0,106.75
4778,CAEX 720DI713,0,EMPTY,24.116,11.95,2791.78,,745,0,84.5
4779,CAEX 717AB603,0,EMPTY,28.3956,12.38,2791.7803,,753,0,107
4780,CAEX 715ABC623,0,EMPTY,27.5532,12.11,2791.7805,,753,0,85.5
4781,CAEX 714DC613,0,EMPTY,22.7272,11.39,2791.7808,,747,0,74.25
4782,CAEX 710C703,0,EMPTY,24.9324,11.27,2791.781,,751,0,96
4783,CAEX 719DCI703,0,EMPTY,31.8276,13.48,2791.7815,,753,0,74.75
4784,CAEX 723DC703,0,EMPTY,25.8768,12.66,2791.7817,,749,0,74.25
4785,CAEX 714DI604,0,EMPTY,24.9324,11.27,2791.782,,752,0,85.5
4786,CAEX 720DI714,0,EMPTY,26.4924,11.77,2791.7822,,750,0,85
4787,CAEX 717AB604,0,EMPTY,24.364,12.05,2791.7825,,748,0,85
4788,CAEX 715ABC624,0,EMPTY,27.6872,13.39,2791.7827,,738,0,83.75
4789,CAEX 714DC614,0,EMPTY,26.3364,11.72,2791.783,,759,0,129.25
4790,CAEX 710C704,0,EMPTY,25.604,12.55,2791.7834,,746,0,63.5
4791,CAEX 719DCI704,0,EMPTY,28.926,12.55,2791.7837,,750,0,95.75
4792,CAEX 723DC704,0,EMPTY,24.9344,12.28,2791.7839,,749,0,85
4793,CAEX 714DI605,0,EMPTY,26.2428,11.69,2791.7842,,750,0,95.75
4794,CAEX 720DI715,0,EMPTY,26.2428,11.69,2791.7844,,752,0,96
4795,CAEX 717AB605,0,EMPTY,26.6704,12.98,2791.7847,,746,0,84.75
4796,CAEX 715ABC625,0,EMPTY,29.4876,12.73,2791.7849,,751,0,96
4797,CAEX 714DC615,0,EMPTY,26.0244,11.62,2791.7852,,752,0,85.5
4798,CAEX 710C705,0,EMPTY,26.9292,11.91,2791.7856,,752,0,96
4799,CAEX 719DCI705,0,EMPTY,24.6616,12.17,2791.7859,,748,0,85
4800,CAEX 723DC705,0,EMPTY,26.6456,12.97,2791.7861,,748,0,95.5
4801,CAEX 714DI606,0,EMPTY,27.6468,12.14,2791.7864,,750,0,95.75
4802,CAEX 720DI716,0,EMPTY,28.1772,12.31,2791.7866,,750,0,95.75
4803,CAEX 717AB606,0,EMPTY,26.4924,11.77,2791.7869,,760,0,97.25
4804,CAEX 715ABC626,0,EMPTY,24.0168,11.91,2791.7871,,742,0,63
4805,CAEX 714DC616,0,EMPTY,25.7436,11.53,2791.7876,,752,0,106.75
4806,CAEX 710C706,0,EMPTY,26.2428,11.69,2791.7878,,753,0,85.5
4807,CAEX 719DCI706,0,EMPTY,23.8432,11.84,2791.7881,,749,0,74.5
4808,CAEX 723DC706,0,EMPTY,25.3312,12.44,2791.7883,,746,0,84.75
4809,CAEX 714DI607,0,EMPTY,27.3972,12.06,2791.7886,,750,0,95.75
4810,CAEX 720DI717,0,EMPTY,26.224,12.8,2791.7888,,748,0,95.5
4811,CAEX 717AB607,0,EMPTY,25.7776,12.62,2791.7891,,748,0,95.5
4812,CAEX 715ABC627,0,EMPTY,26.7696,13.02,2791.7896,,749,0,95.75
4813,CAEX 714DC617,0,EMPTY,24.9636,11.28,2791.7898,,754,0,96.25
4814,CAEX 710C707,0,EMPTY,26.3676,11.73,2791.79,,751,0,85.25
4815,CAEX 719DCI707,0,EMPTY,23.2976,11.62,2791.7903,,749,0,85
4816,CAEX 723DC707,0,EMPTY,29.6216,14.17,2791.7905,,742,0,84.25
4817,CAEX 714DI608,0,EMPTY,25.806,11.55,2791.7908,,756,0,118
